"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
36,"J","Altamirano, MM; Blackburn, JM; Aguayo, C; Fersht, AR",NA,"",NA,"Altamirano, MM; Blackburn, JM; Aguayo, C; Fersht, AR",NA,"","Directed evolution of new catalytic activity using the alpha/beta-barrel scaffold (Retraction of vol 403, pg 617, 2000)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","","",NA,NA,"23-May",2002,"417","6887","",NA,"",NA,"468","468","","10.1038/417468a","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000175730900045",12024219,NA,2000,"Altamirano, MM"," Blackburn, JM"," Aguayo, C"," Fersht, AR","","","","","","","","","","","","","","","","","","","","","",""
38,"J","Vaux, DL",NA,"",NA,"Vaux, DL",NA,"","Immunology: Ways around rejection (Retraction of vol 377, pg 576, 1995)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Vaux, David/C-7249-2013","Vaux, David/0000-0003-2703-1651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","","",NA,NA,"09-Jul",1998,"394","6689","",NA,"",NA,"133","133","","10.1038/28067","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000074705900032",9687260,NA,1995,"Vaux, DL","","","","","","","","","","","","","","","","","","","","","","","","",""
39,"J","Cooper, PK; Nouspikel, T; Clarkson, SG",NA,"",NA,"Cooper, PK; Nouspikel, T; Clarkson, SG",NA,"","Defective transcription coupled repair of oxidative base damage in Cockayne syndrome patients from XP group G (Retraction of vol 275, pg 990, 1997)","SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","","",NA,NA,"17-Jun",2005,"308","5729","",NA,"",NA,"1740","1740","","","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000229926800018",15961651,NA,1997,"Cooper, PK"," Nouspikel, T"," Clarkson, SG","","","","","","","","","","","","","","","","","","","","","","",""
40,"J","Klessig, DF; Ytterberg, AJ; van Wijk, KJ",NA,"",NA,"Klessig, DF; Ytterberg, AJ; van Wijk, KJ",NA,"","The pathogen-inducible nitric oxide synthase (iNOS) in plants is a variant of the p protein of the glycine decarboxylase complex (Retraction of vol 113, pg 469, 2003)","CELL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0092-8674","","",NA,NA,"29-Oct",2004,"119","3","",NA,"",NA,"445","445","","10.1016/j.cell.2004.10.007","",NA,"Biochemistry & Molecular Biology; Cell Biology","Biochemistry & Molecular Biology; Cell Biology",NA,"WOS:000224908300014",15599984,NA,2003,"Klessig, DF"," Ytterberg, AJ"," van Wijk, KJ","","","","","","","","","","","","","","","","","","","","","","",""
41,"J","Meyaard, L; de Vries, ARV; de Ruiter, T; Lanier, LL; Phillips, JH; Clevers, H",NA,"",NA,"Meyaard, L; de Vries, ARV; de Ruiter, T; Lanier, LL; Phillips, JH; Clevers, H",NA,"","The Epithelial Cellular Adhesion Molecule (Ep-CAM) is a ligand for the Leukocyte-associated Immunoglobulin-like Receptor (LAIR) (Retraction of vol 194, pg 107, 2001)","JOURNAL OF EXPERIMENTAL MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-1007","","",NA,NA,"06-Oct",2003,"198","7","",NA,"",NA,"1129","1129","","","",NA,"Immunology; Medicine, Research & Experimental","Immunology; Research & Experimental Medicine",NA,"WOS:000185860400016",14517276,NA,2001,"Meyaard, L"," de Vries, ARV"," de Ruiter, T"," Lanier, LL"," Phillips, JH"," Clevers, H","","","","","","","","","","","","","","","","","","","",""
42,"J","Chang, G",NA,"",NA,"Chang, Geoffrey",NA,"","Structure of MsbA from vibrio cholera: a multidrug resistance ABC transporter homolog in a closed conformation (Retraction of vol 330, pg 419, 2003)","JOURNAL OF MOLECULAR BIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-2836","","",NA,NA,"01-Jun",2007,"369","2","",NA,"",NA,"596","596","","10.1016/j.jmb.2003.05.001","",NA,"Biochemistry & Molecular Biology","Biochemistry & Molecular Biology",NA,"WOS:000246757600025",17580380,NA,2003,"Chang, G","","","","","","","","","","","","","","","","","","","","","","","","",""
44,"J","Kugler, A; Stuhler, G; Walden, P; Zoller, G; Zobywalski, A; Brossart, P; Trefzer, U; Ullrich, S; Muller, CA; Becker, V; Gross, AJ; Hemmerlein, B; Kanz, L; Muller, GA; Ringert, RH",NA,"",NA,"Kugler, A; Stuhler, G; Walden, P; Zoller, G; Zobywalski, A; Brossart, P; Trefzer, U; Ullrich, S; Muller, CA; Becker, V; Gross, AJ; Hemmerlein, B; Kanz, L; Muller, GA; Ringert, RH",NA,"","Regression of human metastatic renal cell carcinoma after vaccination with tumor cell-dendritic cell hybrids (Retraction of vol 6, pg 332, 2000)","NATURE MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078-8956","","",NA,NA,"SEP",2003,"9","9","",NA,"",NA,"1221","1221","","","",NA,"Biochemistry & Molecular Biology; Cell Biology; Medicine, Research & Experimental","Biochemistry & Molecular Biology; Cell Biology; Research & Experimental Medicine",NA,"WOS:000185061600037",12949529,NA,2000,"Kugler, A"," Stuhler, G"," Walden, P"," Zoller, G"," Zobywalski, A"," Brossart, P"," Trefzer, U"," Ullrich, S"," Muller, CA"," Becker, V"," Gross, AJ"," Hemmerlein, B"," Kanz, L"," Muller, GA"," Ringert, RH","","","","","","","","","","",""
45,"J","Nakamura, I; Araki, T; Terada, M",NA,"",NA,"Nakamura, Itaru; Araki, Toshiharu; Terada, Masahiro",NA,"","Five-Bond Cleavage in Copper-Catalyzed Skeletal Rearrangement of O-Propargyl Arylaldoximes to beta-Lactams (Retraction of vol 131, pg 2804, 2009)","JOURNAL OF THE AMERICAN CHEMICAL SOCIETY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0002-7863","","",NA,NA,"04-May",2011,"133","17","",NA,"",NA,"6861","6861","","10.1021/ja201074e","",NA,"Chemistry, Multidisciplinary","Chemistry",NA,"WOS:000290363400055",NA,NA,2009,"Nakamura, I"," Araki, T"," Terada, M","","","","","","","","","","","","","","","","","","","","","","",""
47,"J","Haug, K; Warnstedt, M; Alekov, AK; Sander, T; Ramirez, A; Poser, B; Maljevic, S; Hebeisen, S; Kubisch, C; Rebstock, J; Horvath, S; Hallmann, K; Dullinger, JS; Rau, B; Haverkamp, F; Beyenburg, S; Schulz, H; Janz, D; Giese, B; Muller-Newen, G; Propping, P; Elger, CE; Fahlke, C; Lerche, H; Heils, A",NA,"",NA,"Haug, Karsten; Warnstedt, Maike; Alekov, Alexi K.; Sander, Thomas; Ramirez, Alfredo; Poser, Barbara; Maljevic, Snezana; Hebeisen, Simon; Kubisch, Christian; Rebstock, Johannes; Horvath, Steve; Hallmann, Kerstin; Dullinger, Joern S.; Rau, Birgit; Haverkamp, Fritz; Beyenburg, Stefan; Schulz, Herbert; Janz, Dieter; Giese, Bernd; Mueller-Newen, Gerhard; Propping, Peter; Elger, Christian E.; Fahlke, Christoph; Lerche, Holger; Heils, Armin",NA,"","Mutations in CLCN2 encoding a voltage-gated chloride channel are associated with idiopathic generalized epilepsies (Retraction of vol 33, pg 527, 2003)","NATURE GENETICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Fahlke, Christoph/G-3635-2013","Fahlke, Christoph/0000-0001-8602-9952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1061-4036","","",NA,NA,"SEP",2009,"41","9","",NA,"",NA,"1043","1043","","10.1038/ng0909-1043","",NA,"Genetics & Heredity","Genetics & Heredity",NA,"WOS:000269382100020",19710717,NA,2003,"Haug, K"," Warnstedt, M"," Alekov, AK"," Sander, T"," Ramirez, A"," Poser, B"," Maljevic, S"," Hebeisen, S"," Kubisch, C"," Rebstock, J"," Horvath, S"," Hallmann, K"," Dullinger, JS"," Rau, B"," Haverkamp, F"," Beyenburg, S"," Schulz, H"," Janz, D"," Giese, B"," Muller-Newen, G"," Propping, P"," Elger, CE"," Fahlke, C"," Lerche, H"," Heils, A",""
49,"J","Dwyer, MA; Looger, LL; Hellinga, HW",NA,"",NA,"Dwyer, Mary A.; Looger, Loren L.; Hellinga, Homme W.",NA,"","Computational design of a biologically active enzyme (Retraction of vol 304, pg 1967, 2004)","SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","","",NA,NA,"01-Feb",2008,"319","5863","",NA,"",NA,"569","569","","","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000252772000015",18239106,NA,2004,"Dwyer, MA"," Looger, LL"," Hellinga, HW","","","","","","","","","","","","","","","","","","","","","","",""
50,"J","Liu, XY; Gu, JF",NA,"",NA,"Liu, Xin Yuan; Gu, Jin Fa",NA,"","Targeting gene-virotherapy of cancer (Retraction of vol 16, pg 25, 2006)","CELL RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1001-0602","","",NA,NA,"AUG",2006,"16","8","",NA,"",NA,"740","740","","10.1038/sj.cr.7310088","",NA,"Cell Biology","Cell Biology",NA,"WOS:000240975200008",16915293,NA,2006,"Liu, XY"," Gu, JF","","","","","","","","","","","","","","","","","","","","","","","",""
51,"J","Ma, C; Chang, G",NA,"",NA,"Ma, Che; Chang, Geoffrey",NA,"","Structure of the multidrug resistance efflux transporter EmrE from Escherichia coli (Retraction of vol 101, pg 2852, 2004)","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0027-8424","","",NA,NA,"27-Feb",2007,"104","9","",NA,"",NA,"3668","3668","","10.1073/pnas.0700711104","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000244661400114",17360700,NA,2004,"Ma, C"," Chang, G","","","","","","","","","","","","","","","","","","","","","","","",""
53,"J","Hwang, WS",NA,"",NA,"Hwang, WS",NA,"","Patient-specific embryonic stem cells derived from human SCNT blastocyst (Retraction of vol 308, pg 1777, 2005)","SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","","",NA,NA,"20-Jan",2006,"311","5759","",NA,"",NA,"335","335","","","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000234938500019",NA,NA,2005,"Hwang, WS","","","","","","","","","","","","","","","","","","","","","","","","",""
54,"J","Lin, JC; Lin, SC; Mar, EC; Pellett, PE; Stamey, FR; Stewart, JA; Spira, TJ",NA,"",NA,"Lin, JC; Lin, SC; Mar, EC; Pellett, PE; Stamey, FR; Stewart, JA; Spira, TJ",NA,"","Is Kaposi's sarcoma-associated herpesvirus in semen of HIV-infected homosexual men? (Retraction of vol 346, pg 1601, 1995)","LANCET","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0140-6736","1474-547X","",NA,NA,"02-May",1998,"351","9112","",NA,"",NA,"1365","1365","","10.1016/S0140-6736(05)79106-6","",NA,"Medicine, General & Internal","General & Internal Medicine",NA,"WOS:000073439400071",9660680,NA,1995,"Lin, JC"," Lin, SC"," Mar, EC"," Pellett, PE"," Stamey, FR"," Stewart, JA"," Spira, TJ","","","","","","","","","","","","","","","","","","",""
57,"J","Gagneux, P; Woodruff, DS; Boesch, C",NA,"",NA,"Gagneux, P; Woodruff, DS; Boesch, C",NA,"","Furtive mating in female chimpanzees (Retraction of vol 387, pg 358, 1997)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","","",NA,NA,"29-Nov",2001,"414","6863","",NA,"",NA,"508","508","","","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000172405900037",NA,NA,1997,"Gagneux, P"," Woodruff, DS"," Boesch, C","","","","","","","","","","","","","","","","","","","","","","",""
58,"J","Schultz, ED; Potts, EN; Mason, SN; Foster, WM; Auten, RL",NA,"",NA,"Schultz, Eric D.; Potts, Erin N.; Mason, Stanley N.; Foster, William M.; Auten, Richard L.",NA,"","Mast cells mediate hyperoxia-induced airway hyperreactivity in newborn rats (Retraction of vol 68, pg 70, 2010)","PEDIATRIC RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0031-3998","1530-0447","",NA,NA,"APR",2015,"77","4","",NA,"",NA,"606","606","","10.1203/PDR.0b013e3181e0cd97","",NA,"Pediatrics","Pediatrics",NA,"WOS:000351335600017",20386143,NA,2010,"Schultz, ED"," Potts, EN"," Mason, SN"," Foster, WM"," Auten, RL","","","","","","","","","","","","","","","","","","","","",""
59,"J","Obokata, H; Sasai, Y; Niwa, H; Kadota, M; Andrabi, M; Takata, N; Tokoro, M; Terashita, Y; Yonemura, S; Vacanti, CA; Wakayama, T",NA,"",NA,"Obokata, Haruko; Sasai, Yoshiki; Niwa, Hitoshi; Kadota, Mitsutaka; Andrabi, Munazah; Takata, Nozomu; Tokoro, Mikiko; Terashita, Yukari; Yonemura, Shigenobu; Vacanti, Charles A.; Wakayama, Teruhiko",NA,"","Bidirectional developmental potential in reprogrammed cells with acquired pluripotency (Retraction of vol 505, pg 676, 2014)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","1476-4687","",NA,NA,"03-Jul",2014,"511","7507","",NA,"",NA,"112","112","","10.1038/nature13599","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000338199400048",NA,NA,2014,"Obokata, H"," Sasai, Y"," Niwa, H"," Kadota, M"," Andrabi, M"," Takata, N"," Tokoro, M"," Terashita, Y"," Yonemura, S"," Vacanti, CA"," Wakayama, T","","","","","","","","","","","","","","",""
60,"J","Obokata, H; Wakayama, T; Sasai, Y; Kojima, K; Vacanti, MP; Niwa, H; Yamato, M; Vacanti, CA",NA,"",NA,"Obokata, Haruko; Wakayama, Teruhiko; Sasai, Yoshiki; Kojima, Koji; Vacanti, Martin P.; Niwa, Hitoshi; Yamato, Masayuki; Vacanti, Charles A.",NA,"","Stimulus-triggered fate conversion of somatic cells into pluripotency (Retraction of vol 505, pg 641, 2014)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","1476-4687","",NA,NA,"03-Jul",2014,"511","7507","",NA,"",NA,"112","112","","10.1038/nature13598","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000338199400047",NA,NA,2014,"Obokata, H"," Wakayama, T"," Sasai, Y"," Kojima, K"," Vacanti, MP"," Niwa, H"," Yamato, M"," Vacanti, CA","","","","","","","","","","","","","","","","","",""
61,"J","Abdelkefi, A; Ladeb, S; Torjman, L; Ben Othman, T; Lakhal, A; Ben Romdhane, N; Elloumi, M; Jeddi, R; Aissaoui, L; Ben Hassen, A; Msadek, F; Saad, A; Hsairi, M",NA,"",NA,"Abdelkefi, Abderrahman; Ladeb, Saloua; Torjman, Lamia; Ben Othman, Tarek; Lakhal, Amel; Ben Romdhane, Neila; Elloumi, Moez; Jeddi, Ramzi; Aissaoui, Lamia; Ben Hassen, Assia; Msadek, Fahmi; Saad, Ali; Hsairi, Mohamed",NA,"","Single autologous stem-cell transplantation followed by maintenance therapy with thalidomide is superior to double autologous transplantation in multiple myeloma: results of a multicenter randomized clinical trial. (Retraction of vol 111, pg 1805, 2008)","BLOOD","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0006-4971","","",NA,NA,"11-Jun",2009,"113","24","",NA,"",NA,"6265","6265","","","",NA,"Hematology","Hematology",NA,"WOS:000267147100038",19520824,NA,2008,"Abdelkefi, A"," Ladeb, S"," Torjman, L"," Ben Othman, T"," Lakhal, A"," Ben Romdhane, N"," Elloumi, M"," Jeddi, R"," Aissaoui, L"," Ben Hassen, A"," Msadek, F"," Saad, A"," Hsairi, M","","","","","","","","","","","","",""
62,"J","Gupta, A; Gartner, JJ; Sethupathy, P; Hatzigeorgiou, AG; Fraser, NW",NA,"",NA,"Gupta, A.; Gartner, J. J.; Sethupathy, P.; Hatzigeorgiou, A. G.; Fraser, N. W.",NA,"","Anti-apoptotic function of a microRNA encoded by the HSV-1 latency-associated transcript (Retraction of vol 442, pg 82, 2006)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","","",NA,NA,"31-Jan",2008,"451","7178","",NA,"",NA,"600","600","","10.1038/nature06621","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000252739900048",NA,NA,2006,"Gupta, A"," Gartner, JJ"," Sethupathy, P"," Hatzigeorgiou, AG"," Fraser, NW","","","","","","","","","","","","","","","","","","","","",""
63,"J","He, JK; Innis, BL; Shrestha, MP; Clayson, ET; Scott, RM; Linthicum, KJ; Musser, GG; Gigliotti, SC; Binn, LN; Kuschner, RA; Vaughn, DW",NA,"",NA,"He, JK; Innis, BL; Shrestha, MP; Clayson, ET; Scott, RM; Linthicum, KJ; Musser, GG; Gigliotti, SC; Binn, LN; Kuschner, RA; Vaughn, DW",NA,"","Evidence that rodents are a reservoir of hepatitis E virus for humans in Nepal (Retraction of vol 40, pg 4493, 2002)","JOURNAL OF CLINICAL MICROBIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0095-1137","","",NA,NA,"MAR",2006,"44","3","",NA,"",NA,"1208","1208","","10.1128/JCM.44.3.1208.2006","",NA,"Microbiology","Microbiology",NA,"WOS:000236095000098",16517936,NA,2002,"He, JK"," Innis, BL"," Shrestha, MP"," Clayson, ET"," Scott, RM"," Linthicum, KJ"," Musser, GG"," Gigliotti, SC"," Binn, LN"," Kuschner, RA"," Vaughn, DW","","","","","","","","","","","","","","",""
65,"J","Taub, J; Lau, JF; Ma, C; Hahn, JH; Hoque, R; Rothblatt, J; Chalfie, M",NA,"",NA,"Taub, J; Lau, JF; Ma, C; Hahn, JH; Hoque, R; Rothblatt, J; Chalfie, M",NA,"","A cytosolic catalase is needed to extend adult lifespan in C. elegans daf-C and clk-1 mutants (Retraction of vol 399, pg 162, 1999)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","","",NA,NA,"13-Feb",2003,"421","6924","",NA,"",NA,"764","764","","10.1038/nature01425","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000180938000049",12610632,NA,1999,"Taub, J"," Lau, JF"," Ma, C"," Hahn, JH"," Hoque, R"," Rothblatt, J"," Chalfie, M","","","","","","","","","","","","","","","","","","",""
66,"J","Tulin, EE; Onoda, N; Nakata, Y; Maeda, M; Hasegawa, M; Nomura, H; Kitamura, T",NA,"",NA,"Tulin, EE; Onoda, N; Nakata, Y; Maeda, M; Hasegawa, M; Nomura, H; Kitamura, T",NA,"","A novel bone marrow stroma-derived growth factor that binds to mouse thymic shared antigen-1 and supports lymphoid cell proliferation (Retraction of vol 167, pg 6338, 2001)","JOURNAL OF IMMUNOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-1767","","",NA,NA,"01-Feb",2003,"170","3","",NA,"",NA,"1593","1593","","","",NA,"Immunology","Immunology",NA,"WOS:000180655500059",12538725,NA,2001,"Tulin, EE"," Onoda, N"," Nakata, Y"," Maeda, M"," Hasegawa, M"," Nomura, H"," Kitamura, T","","","","","","","","","","","","","","","","","","",""
69,"J","Lagaud, GJ; Young, A; Acena, A; Morton, MF; Barrett, TD; Shankley, NP",NA,"",NA,"Lagaud, Guy J.; Young, Andy; Acena, Auzon; Morton, Magda F.; Barrett, Terrance D.; Shankley, Nigel P.",NA,"","Obestatin reduces food intake and suppresses body weight gain in rodents (Retraction of vol 357, pg 264, 2007)","BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0006-291X","","",NA,NA,"23-Oct",2009,"388","3","",NA,"",NA,"619","619","","10.1016/j.bbrc.2009.08.034","",NA,"Biochemistry & Molecular Biology; Biophysics","Biochemistry & Molecular Biology; Biophysics",NA,"WOS:000275061900029",NA,NA,2007,"Lagaud, GJ"," Young, A"," Acena, A"," Morton, MF"," Barrett, TD"," Shankley, NP","","","","","","","","","","","","","","","","","","","",""
71,"J","Dodani, S; Kazmi, KA; Laporte, RE; Wilson, JP",NA,"",NA,"Dodani, S.; Kazmi, K. A.; Laporte, R. E.; Wilson, J. P.",NA,"","Effectiveness of research training workshop taught by traditional and video-teleconference methods in a developing country (Retraction of vol 4, pg 82, 2009)","GLOBAL PUBLIC HEALTH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The developing countries are currently facing a double burden of communicable and non-communicable diseases. Physician-scientists, trained in patient care and research skills are crucial in performing cutting-edge clinical research in the developing countries. A major unmet challenge has been the lack of local expertise and the increasing problem of 'brain drain'. The current study was an effort to present and assess a model of research training to health-care professionals in Pakistan in order to increase the research skills. The objective of the current study was to assess the effectiveness of two different methods of research training. An epidemiologic research training workshop was offered to health-care professionals in Pakistan by face-to-face (F2F) and video-teleconferencing (VTC) methods. A total of 38 F2F and 18 VTC participants were included in the workshop which was conducted by research faculty from the University of Pittsburgh. To assess knowledge, pre- and post-test were done. Within each group, paired sample T-test showed significant improvement in scores after the completion of workshop (p < 0.001 for F2F and VTC). In the F2F group, mean scores increased from 11.13 (pre-test) to 15.08 (post-test) and in the VTC group, scores increased from 10.67 (pre-test) to 13.22 (post-test). Two sample T-test was found statistically significant (p < 0.001). We present a model for training physicians in public health by providing in-house research skills training which can be used to strengthen the local capacity and reduce increasing problems of brain drain.",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1744-1692","","",NA,NA,"",2009,"4","1","",NA,"",NA,"82","95","","10.1080/17441690801950543","",NA,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",NA,"WOS:000207893800005",19153932,NA,2009,"Dodani, S"," Kazmi, KA"," Laporte, RE"," Wilson, JP","","","","","","","","","","","","","","","","","","","","","",""
75,"J","Gooseff, MN; Anderson, JK; Wondzell, S; LaNier, J; Haggerty, R",NA,"",NA,"Gooseff, M. N.; Anderson, J. K.; Wondzell, S. M.; LaNier, J.; Haggerty, R.",NA,"","A modeling study of hyporheic exchange pattern and the sequence, size, and spacing of stream bedforms in mountain stream networks, Oregon, USA (Retraction of vol 19, pg 2915, 2005)","HYDROLOGICAL PROCESSES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Studies of hyporheic exchange flows have identified physical features of channels that control exchange flow at the channel unit scale, namely slope breaks in the longitudinal profile of streams that generate subsurface head distributions. We recently completed a field study that suggested channel unit spacing in stream longitudinal profiles can be used to predict the spacing between zones of upwelling (flux of hyporheic water into the stream) and downwelling (flux of stream water into the hyporheic zone) in the beds of mountain streams. Here, we use two-dimensional groundwater flow and particle tracking models to simulate vertical and longitudinal hyporheic exchange along the longitudinal axis of stream flow in second-, third-, and fourth-order mountain stream reaches. Modelling allowed us to (1) represent visually the effect that the shape of the longitudinal profile has on the flow net beneath streambeds: (2) isolate channel unit sequence and spacing as individual factors controlling the depth that stream water penetrates the hyporheic zone and the length of upwelling and downwelling zones: (3) evaluate the degree to which the effects of regular patterns in bedform size and sequence are masked by irregularities in real streams. We simulated hyporheic exchange in two sets of idealized stream reaches and one set of observed stream reaches. Idealized profiles were constructed using regression equations relating channel form to basin area. The size and length of channel units (step size, pool length. etc.) increased with increasing stream order. Simulations of hyporheic exchange flows in these reaches suggested that upwelling lengths increased (from 2.7 m to 7.6 m), and downwelling lengths increased (from 2.9 m to 6-0 m) with increase in stream order from second to fourth order. Step spacing in the idealized reaches increased from 5-3 m to 13.7 m as stream size increased from second to fourth order. Simulated downwelling lengths increased from 4.3 m in second-order streams to 9.7 m in fourth-order streams with a POOL-RIFFLE -STEP channel unit sequence, and increased from 2.5 m to 6.1 m from second- to fourth-order streams with a POOL-STEP-RIFFLE channel unit sequence. Upwelling lengths also increased with stream order in these idealized channels. Our results suggest that channel unit spacing, size, and sequence are all important in determining hyporheic exchange patterns of upwelling and downwelling. Though irregularities in the size and spacing of bedforms caused flow nets to be much more complex in surveyed stream reaches than in idealized stream reaches, similar trends ernerged relating the average geomorphic wavelength to the average hyporheic wavelength in both surveyed and idealized reaches. This article replaces a previously published version (Hydrological Processes, 19(17), 2915-2929 (2005) [DOI: 10.1002/hyp.5790]. Copyright (c) 2006 John Wiley & Sons, Ltd.",NA,NA,NA,"Gooseff, Michael/B-9273-2008; Haggerty, Roy/A-5863-2009; Gooseff, Michael/N-6087-2015","Gooseff, Michael/0000-0003-4322-8315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0885-6087","","",NA,NA,"JUL",2006,"20","11","",NA,"",NA,"2441","+","","10.1002/hyp.6350","",NA,"Water Resources","Water Resources",NA,"WOS:000239038600012",NA,NA,2005,"Gooseff, MN"," Anderson, JK"," Wondzell, S"," LaNier, J"," Haggerty, R","","","","","","","","","","","","","","","","","","","","",""
